"xmin","xmax","ymin","ymax","name"
14,16,-20,-18,"0055/0098"
16,18,-20,-18,"0055/0099"
18,20,-20,-18,"0055/0100"
20,22,-20,-18,"0055/0101"
22,24,-20,-18,"0055/0102"
24,26,-20,-18,"0055/0103"
26,28,-20,-18,"0055/0104"
28,30,-20,-18,"0055/0105"
30,32,-20,-18,"0055/0106"
32,34,-20,-18,"0055/0107"
34,36,-20,-18,"0055/0108"
36,38,-20,-18,"0055/0109"
38,40,-20,-18,"0055/0110"
40,42,-20,-18,"0055/0111"
42,44,-20,-18,"0055/0112"
44,46,-20,-18,"0055/0113"
46,48,-20,-18,"0055/0114"
48,50,-20,-18,"0055/0115"
50,52,-20,-18,"0055/0116"
118,120,-20,-18,"0055/0150"
120,122,-20,-18,"0055/0151"
122,124,-20,-18,"0055/0152"
124,126,-20,-18,"0055/0153"
126,128,-20,-18,"0055/0154"
128,130,-20,-18,"0055/0155"
130,132,-20,-18,"0055/0156"
132,134,-20,-18,"0055/0157"
134,136,-20,-18,"0055/0158"
136,138,-20,-18,"0055/0159"
138,140,-20,-18,"0055/0160"
140,142,-20,-18,"0055/0161"
142,144,-20,-18,"0055/0162"
144,146,-20,-18,"0055/0163"
146,148,-20,-18,"0055/0164"
148,150,-20,-18,"0055/0165"
150,152,-20,-18,"0055/0166"
-72,-70,-22,-20,"0056/0055"
-70,-68,-22,-20,"0056/0056"
-68,-66,-22,-20,"0056/0057"
-66,-64,-22,-20,"0056/0058"
-64,-62,-22,-20,"0056/0059"
-62,-60,-22,-20,"0056/0060"
-60,-58,-22,-20,"0056/0061"
-58,-56,-22,-20,"0056/0062"
-56,-54,-22,-20,"0056/0063"
-54,-52,-22,-20,"0056/0064"
-52,-50,-22,-20,"0056/0065"
-50,-48,-22,-20,"0056/0066"
-48,-46,-22,-20,"0056/0067"
-46,-44,-22,-20,"0056/0068"
-44,-42,-22,-20,"0056/0069"
-42,-40,-22,-20,"0056/0070"
-40,-38,-22,-20,"0056/0071"
-38,-36,-22,-20,"0056/0072"
10,12,-22,-20,"0056/0096"
12,14,-22,-20,"0056/0097"
14,16,-22,-20,"0056/0098"
16,18,-22,-20,"0056/0099"
18,20,-22,-20,"0056/0100"
20,22,-22,-20,"0056/0101"
22,24,-22,-20,"0056/0102"
24,26,-22,-20,"0056/0103"
26,28,-22,-20,"0056/0104"
28,30,-22,-20,"0056/0105"
30,32,-22,-20,"0056/0106"
32,34,-22,-20,"0056/0107"
34,36,-22,-20,"0056/0108"
36,38,-22,-20,"0056/0109"
38,40,-22,-20,"0056/0110"
42,44,-22,-20,"0056/0112"
44,46,-22,-20,"0056/0113"
46,48,-22,-20,"0056/0114"
48,50,-22,-20,"0056/0115"
50,52,-22,-20,"0056/0116"
112,114,-22,-20,"0056/0147"
114,116,-22,-20,"0056/0148"
116,118,-22,-20,"0056/0149"
118,120,-22,-20,"0056/0150"
120,122,-22,-20,"0056/0151"
122,124,-22,-20,"0056/0152"
124,126,-22,-20,"0056/0153"
126,128,-22,-20,"0056/0154"
128,130,-22,-20,"0056/0155"
130,132,-22,-20,"0056/0156"
132,134,-22,-20,"0056/0157"
134,136,-22,-20,"0056/0158"
136,138,-22,-20,"0056/0159"
138,140,-22,-20,"0056/0160"
140,142,-22,-20,"0056/0161"
142,144,-22,-20,"0056/0162"
144,146,-22,-20,"0056/0163"
146,148,-22,-20,"0056/0164"
148,150,-22,-20,"0056/0165"
150,152,-22,-20,"0056/0166"
152,154,-22,-20,"0056/0167"
-72,-70,-24,-22,"0057/0055"
-70,-68,-24,-22,"0057/0056"
-68,-66,-24,-22,"0057/0057"
-66,-64,-24,-22,"0057/0058"
-64,-62,-24,-22,"0057/0059"
-62,-60,-24,-22,"0057/0060"
-60,-58,-24,-22,"0057/0061"
-58,-56,-24,-22,"0057/0062"
-56,-54,-24,-22,"0057/0063"
-54,-52,-24,-22,"0057/0064"
-52,-50,-24,-22,"0057/0065"
-50,-48,-24,-22,"0057/0066"
-48,-46,-24,-22,"0057/0067"
-46,-44,-24,-22,"0057/0068"
-44,-42,-24,-22,"0057/0069"
-42,-40,-24,-22,"0057/0070"
-40,-38,-24,-22,"0057/0071"
12,14,-24,-22,"0057/0097"
14,16,-24,-22,"0057/0098"
16,18,-24,-22,"0057/0099"
18,20,-24,-22,"0057/0100"
20,22,-24,-22,"0057/0101"
22,24,-24,-22,"0057/0102"
24,26,-24,-22,"0057/0103"
26,28,-24,-22,"0057/0104"
28,30,-24,-22,"0057/0105"
30,32,-24,-22,"0057/0106"
32,34,-24,-22,"0057/0107"
34,36,-24,-22,"0057/0108"
36,38,-24,-22,"0057/0109"
38,40,-24,-22,"0057/0110"
42,44,-24,-22,"0057/0112"
44,46,-24,-22,"0057/0113"
46,48,-24,-22,"0057/0114"
48,50,-24,-22,"0057/0115"
50,52,-24,-22,"0057/0116"
112,114,-24,-22,"0057/0147"
114,116,-24,-22,"0057/0148"
116,118,-24,-22,"0057/0149"
118,120,-24,-22,"0057/0150"
120,122,-24,-22,"0057/0151"
122,124,-24,-22,"0057/0152"
124,126,-24,-22,"0057/0153"
126,128,-24,-22,"0057/0154"
128,130,-24,-22,"0057/0155"
130,132,-24,-22,"0057/0156"
132,134,-24,-22,"0057/0157"
134,136,-24,-22,"0057/0158"
136,138,-24,-22,"0057/0159"
138,140,-24,-22,"0057/0160"
140,142,-24,-22,"0057/0161"
142,144,-24,-22,"0057/0162"
144,146,-24,-22,"0057/0163"
146,148,-24,-22,"0057/0164"
148,150,-24,-22,"0057/0165"
150,152,-24,-22,"0057/0166"
152,154,-24,-22,"0057/0167"
-72,-70,-26,-24,"0058/0055"
-70,-68,-26,-24,"0058/0056"
-68,-66,-26,-24,"0058/0057"
-66,-64,-26,-24,"0058/0058"
-64,-62,-26,-24,"0058/0059"
-62,-60,-26,-24,"0058/0060"
-60,-58,-26,-24,"0058/0061"
-58,-56,-26,-24,"0058/0062"
-56,-54,-26,-24,"0058/0063"
-54,-52,-26,-24,"0058/0064"
-52,-50,-26,-24,"0058/0065"
-50,-48,-26,-24,"0058/0066"
-48,-46,-26,-24,"0058/0067"
-46,-44,-26,-24,"0058/0068"
-44,-42,-26,-24,"0058/0069"
-42,-40,-26,-24,"0058/0070"
-40,-38,-26,-24,"0058/0071"
12,14,-26,-24,"0058/0097"
14,16,-26,-24,"0058/0098"
16,18,-26,-24,"0058/0099"
18,20,-26,-24,"0058/0100"
20,22,-26,-24,"0058/0101"
22,24,-26,-24,"0058/0102"
24,26,-26,-24,"0058/0103"
26,28,-26,-24,"0058/0104"
28,30,-26,-24,"0058/0105"
30,32,-26,-24,"0058/0106"
32,34,-26,-24,"0058/0107"
34,36,-26,-24,"0058/0108"
36,38,-26,-24,"0058/0109"
38,40,-26,-24,"0058/0110"
42,44,-26,-24,"0058/0112"
44,46,-26,-24,"0058/0113"
46,48,-26,-24,"0058/0114"
48,50,-26,-24,"0058/0115"
50,52,-26,-24,"0058/0116"
112,114,-26,-24,"0058/0147"
114,116,-26,-24,"0058/0148"
116,118,-26,-24,"0058/0149"
118,120,-26,-24,"0058/0150"
120,122,-26,-24,"0058/0151"
122,124,-26,-24,"0058/0152"
124,126,-26,-24,"0058/0153"
126,128,-26,-24,"0058/0154"
128,130,-26,-24,"0058/0155"
130,132,-26,-24,"0058/0156"
132,134,-26,-24,"0058/0157"
134,136,-26,-24,"0058/0158"
136,138,-26,-24,"0058/0159"
138,140,-26,-24,"0058/0160"
140,142,-26,-24,"0058/0161"
142,144,-26,-24,"0058/0162"
144,146,-26,-24,"0058/0163"
146,148,-26,-24,"0058/0164"
148,150,-26,-24,"0058/0165"
150,152,-26,-24,"0058/0166"
152,154,-26,-24,"0058/0167"
154,156,-26,-24,"0058/0168"
-72,-70,-28,-26,"0059/0055"
-70,-68,-28,-26,"0059/0056"
-68,-66,-28,-26,"0059/0057"
-66,-64,-28,-26,"0059/0058"
-64,-62,-28,-26,"0059/0059"
-62,-60,-28,-26,"0059/0060"
-60,-58,-28,-26,"0059/0061"
-58,-56,-28,-26,"0059/0062"
-56,-54,-28,-26,"0059/0063"
-54,-52,-28,-26,"0059/0064"
-52,-50,-28,-26,"0059/0065"
-50,-48,-28,-26,"0059/0066"
-48,-46,-28,-26,"0059/0067"
-46,-44,-28,-26,"0059/0068"
12,14,-28,-26,"0059/0097"
14,16,-28,-26,"0059/0098"
16,18,-28,-26,"0059/0099"
18,20,-28,-26,"0059/0100"
20,22,-28,-26,"0059/0101"
22,24,-28,-26,"0059/0102"
24,26,-28,-26,"0059/0103"
26,28,-28,-26,"0059/0104"
28,30,-28,-26,"0059/0105"
30,32,-28,-26,"0059/0106"
32,34,-28,-26,"0059/0107"
34,36,-28,-26,"0059/0108"
36,38,-28,-26,"0059/0109"
38,40,-28,-26,"0059/0110"
42,44,-28,-26,"0059/0112"
44,46,-28,-26,"0059/0113"
46,48,-28,-26,"0059/0114"
48,50,-28,-26,"0059/0115"
112,114,-28,-26,"0059/0147"
114,116,-28,-26,"0059/0148"
116,118,-28,-26,"0059/0149"
118,120,-28,-26,"0059/0150"
120,122,-28,-26,"0059/0151"
122,124,-28,-26,"0059/0152"
124,126,-28,-26,"0059/0153"
126,128,-28,-26,"0059/0154"
128,130,-28,-26,"0059/0155"
130,132,-28,-26,"0059/0156"
132,134,-28,-26,"0059/0157"
134,136,-28,-26,"0059/0158"
136,138,-28,-26,"0059/0159"
138,140,-28,-26,"0059/0160"
140,142,-28,-26,"0059/0161"
142,144,-28,-26,"0059/0162"
144,146,-28,-26,"0059/0163"
146,148,-28,-26,"0059/0164"
148,150,-28,-26,"0059/0165"
150,152,-28,-26,"0059/0166"
152,154,-28,-26,"0059/0167"
154,156,-28,-26,"0059/0168"
-72,-70,-30,-28,"0060/0055"
-70,-68,-30,-28,"0060/0056"
-68,-66,-30,-28,"0060/0057"
-66,-64,-30,-28,"0060/0058"
-64,-62,-30,-28,"0060/0059"
-62,-60,-30,-28,"0060/0060"
-60,-58,-30,-28,"0060/0061"
-58,-56,-30,-28,"0060/0062"
-56,-54,-30,-28,"0060/0063"
-54,-52,-30,-28,"0060/0064"
-52,-50,-30,-28,"0060/0065"
-50,-48,-30,-28,"0060/0066"
-48,-46,-30,-28,"0060/0067"
12,14,-30,-28,"0060/0097"
14,16,-30,-28,"0060/0098"
16,18,-30,-28,"0060/0099"
18,20,-30,-28,"0060/0100"
20,22,-30,-28,"0060/0101"
22,24,-30,-28,"0060/0102"
24,26,-30,-28,"0060/0103"
26,28,-30,-28,"0060/0104"
28,30,-30,-28,"0060/0105"
30,32,-30,-28,"0060/0106"
32,34,-30,-28,"0060/0107"
34,36,-30,-28,"0060/0108"
112,114,-30,-28,"0060/0147"
114,116,-30,-28,"0060/0148"
116,118,-30,-28,"0060/0149"
118,120,-30,-28,"0060/0150"
120,122,-30,-28,"0060/0151"
122,124,-30,-28,"0060/0152"
124,126,-30,-28,"0060/0153"
126,128,-30,-28,"0060/0154"
128,130,-30,-28,"0060/0155"
130,132,-30,-28,"0060/0156"
132,134,-30,-28,"0060/0157"
134,136,-30,-28,"0060/0158"
136,138,-30,-28,"0060/0159"
138,140,-30,-28,"0060/0160"
140,142,-30,-28,"0060/0161"
142,144,-30,-28,"0060/0162"
144,146,-30,-28,"0060/0163"
146,148,-30,-28,"0060/0164"
148,150,-30,-28,"0060/0165"
150,152,-30,-28,"0060/0166"
152,154,-30,-28,"0060/0167"
154,156,-30,-28,"0060/0168"
-72,-70,-32,-30,"0061/0055"
-70,-68,-32,-30,"0061/0056"
-68,-66,-32,-30,"0061/0057"
-66,-64,-32,-30,"0061/0058"
-64,-62,-32,-30,"0061/0059"
-62,-60,-32,-30,"0061/0060"
-60,-58,-32,-30,"0061/0061"
-58,-56,-32,-30,"0061/0062"
-56,-54,-32,-30,"0061/0063"
-54,-52,-32,-30,"0061/0064"
-52,-50,-32,-30,"0061/0065"
-50,-48,-32,-30,"0061/0066"
-48,-46,-32,-30,"0061/0067"
16,18,-32,-30,"0061/0099"
18,20,-32,-30,"0061/0100"
20,22,-32,-30,"0061/0101"
22,24,-32,-30,"0061/0102"
24,26,-32,-30,"0061/0103"
26,28,-32,-30,"0061/0104"
28,30,-32,-30,"0061/0105"
30,32,-32,-30,"0061/0106"
32,34,-32,-30,"0061/0107"
34,36,-32,-30,"0061/0108"
112,114,-32,-30,"0061/0147"
114,116,-32,-30,"0061/0148"
116,118,-32,-30,"0061/0149"
118,120,-32,-30,"0061/0150"
120,122,-32,-30,"0061/0151"
122,124,-32,-30,"0061/0152"
124,126,-32,-30,"0061/0153"
126,128,-32,-30,"0061/0154"
128,130,-32,-30,"0061/0155"
130,132,-32,-30,"0061/0156"
132,134,-32,-30,"0061/0157"
134,136,-32,-30,"0061/0158"
136,138,-32,-30,"0061/0159"
138,140,-32,-30,"0061/0160"
140,142,-32,-30,"0061/0161"
142,144,-32,-30,"0061/0162"
144,146,-32,-30,"0061/0163"
146,148,-32,-30,"0061/0164"
148,150,-32,-30,"0061/0165"
150,152,-32,-30,"0061/0166"
152,154,-32,-30,"0061/0167"
154,156,-32,-30,"0061/0168"
-72,-70,-34,-32,"0062/0055"
-70,-68,-34,-32,"0062/0056"
-68,-66,-34,-32,"0062/0057"
-66,-64,-34,-32,"0062/0058"
-64,-62,-34,-32,"0062/0059"
-62,-60,-34,-32,"0062/0060"
-60,-58,-34,-32,"0062/0061"
-58,-56,-34,-32,"0062/0062"
-56,-54,-34,-32,"0062/0063"
-54,-52,-34,-32,"0062/0064"
-52,-50,-34,-32,"0062/0065"
-50,-48,-34,-32,"0062/0066"
16,18,-34,-32,"0062/0099"
18,20,-34,-32,"0062/0100"
20,22,-34,-32,"0062/0101"
22,24,-34,-32,"0062/0102"
24,26,-34,-32,"0062/0103"
26,28,-34,-32,"0062/0104"
28,30,-34,-32,"0062/0105"
30,32,-34,-32,"0062/0106"
32,34,-34,-32,"0062/0107"
116,118,-34,-32,"0062/0149"
118,120,-34,-32,"0062/0150"
120,122,-34,-32,"0062/0151"
122,124,-34,-32,"0062/0152"
124,126,-34,-32,"0062/0153"
126,128,-34,-32,"0062/0154"
128,130,-34,-32,"0062/0155"
130,132,-34,-32,"0062/0156"
132,134,-34,-32,"0062/0157"
134,136,-34,-32,"0062/0158"
136,138,-34,-32,"0062/0159"
138,140,-34,-32,"0062/0160"
140,142,-34,-32,"0062/0161"
142,144,-34,-32,"0062/0162"
144,146,-34,-32,"0062/0163"
146,148,-34,-32,"0062/0164"
148,150,-34,-32,"0062/0165"
150,152,-34,-32,"0062/0166"
152,154,-34,-32,"0062/0167"
154,156,-34,-32,"0062/0168"
-74,-72,-36,-34,"0063/0054"
-72,-70,-36,-34,"0063/0055"
-70,-68,-36,-34,"0063/0056"
-68,-66,-36,-34,"0063/0057"
-66,-64,-36,-34,"0063/0058"
-64,-62,-36,-34,"0063/0059"
-62,-60,-36,-34,"0063/0060"
-60,-58,-36,-34,"0063/0061"
-58,-56,-36,-34,"0063/0062"
-56,-54,-36,-34,"0063/0063"
-54,-52,-36,-34,"0063/0064"
-52,-50,-36,-34,"0063/0065"
-50,-48,-36,-34,"0063/0066"
18,20,-36,-34,"0063/0100"
20,22,-36,-34,"0063/0101"
22,24,-36,-34,"0063/0102"
24,26,-36,-34,"0063/0103"
26,28,-36,-34,"0063/0104"
28,30,-36,-34,"0063/0105"
30,32,-36,-34,"0063/0106"
116,118,-36,-34,"0063/0149"
118,120,-36,-34,"0063/0150"
120,122,-36,-34,"0063/0151"
122,124,-36,-34,"0063/0152"
124,126,-36,-34,"0063/0153"
126,128,-36,-34,"0063/0154"
128,130,-36,-34,"0063/0155"
130,132,-36,-34,"0063/0156"
132,134,-36,-34,"0063/0157"
134,136,-36,-34,"0063/0158"
136,138,-36,-34,"0063/0159"
138,140,-36,-34,"0063/0160"
140,142,-36,-34,"0063/0161"
142,144,-36,-34,"0063/0162"
144,146,-36,-34,"0063/0163"
146,148,-36,-34,"0063/0164"
148,150,-36,-34,"0063/0165"
150,152,-36,-34,"0063/0166"
152,154,-36,-34,"0063/0167"
154,156,-36,-34,"0063/0168"
172,174,-36,-34,"0063/0177"
174,176,-36,-34,"0063/0178"
-74,-72,-38,-36,"0064/0054"
-72,-70,-38,-36,"0064/0055"
-70,-68,-38,-36,"0064/0056"
-68,-66,-38,-36,"0064/0057"
-66,-64,-38,-36,"0064/0058"
-64,-62,-38,-36,"0064/0059"
-62,-60,-38,-36,"0064/0060"
-60,-58,-38,-36,"0064/0061"
-58,-56,-38,-36,"0064/0062"
-56,-54,-38,-36,"0064/0063"
-54,-52,-38,-36,"0064/0064"
-52,-50,-38,-36,"0064/0065"
18,20,-38,-36,"0064/0100"
20,22,-38,-36,"0064/0101"
22,24,-38,-36,"0064/0102"
24,26,-38,-36,"0064/0103"
26,28,-38,-36,"0064/0104"
28,30,-38,-36,"0064/0105"
116,118,-38,-36,"0064/0149"
118,120,-38,-36,"0064/0150"
120,122,-38,-36,"0064/0151"
136,138,-38,-36,"0064/0159"
138,140,-38,-36,"0064/0160"
140,142,-38,-36,"0064/0161"
142,144,-38,-36,"0064/0162"
144,146,-38,-36,"0064/0163"
146,148,-38,-36,"0064/0164"
148,150,-38,-36,"0064/0165"
150,152,-38,-36,"0064/0166"
152,154,-38,-36,"0064/0167"
172,174,-38,-36,"0064/0177"
174,176,-38,-36,"0064/0178"
176,178,-38,-36,"0064/0179"
178,180,-38,-36,"0064/0180"
-74,-72,-40,-38,"0065/0054"
-72,-70,-40,-38,"0065/0055"
-70,-68,-40,-38,"0065/0056"
-68,-66,-40,-38,"0065/0057"
-66,-64,-40,-38,"0065/0058"
-64,-62,-40,-38,"0065/0059"
-62,-60,-40,-38,"0065/0060"
-60,-58,-40,-38,"0065/0061"
-58,-56,-40,-38,"0065/0062"
-56,-54,-40,-38,"0065/0063"
136,138,-40,-38,"0065/0159"
138,140,-40,-38,"0065/0160"
140,142,-40,-38,"0065/0161"
142,144,-40,-38,"0065/0162"
144,146,-40,-38,"0065/0163"
146,148,-40,-38,"0065/0164"
148,150,-40,-38,"0065/0165"
150,152,-40,-38,"0065/0166"
152,154,-40,-38,"0065/0167"
172,174,-40,-38,"0065/0177"
174,176,-40,-38,"0065/0178"
176,178,-40,-38,"0065/0179"
178,180,-40,-38,"0065/0180"
-74,-72,-42,-40,"0066/0054"
-72,-70,-42,-40,"0066/0055"
-70,-68,-42,-40,"0066/0056"
-68,-66,-42,-40,"0066/0057"
-66,-64,-42,-40,"0066/0058"
-64,-62,-42,-40,"0066/0059"
-62,-60,-42,-40,"0066/0060"
-60,-58,-42,-40,"0066/0061"
-58,-56,-42,-40,"0066/0062"
140,142,-42,-40,"0066/0161"
142,144,-42,-40,"0066/0162"
144,146,-42,-40,"0066/0163"
146,148,-42,-40,"0066/0164"
148,150,-42,-40,"0066/0165"
150,152,-42,-40,"0066/0166"
170,172,-42,-40,"0066/0176"
172,174,-42,-40,"0066/0177"
174,176,-42,-40,"0066/0178"
176,178,-42,-40,"0066/0179"
178,180,-42,-40,"0066/0180"
-74,-72,-44,-42,"0067/0054"
-72,-70,-44,-42,"0067/0055"
-70,-68,-44,-42,"0067/0056"
-68,-66,-44,-42,"0067/0057"
-66,-64,-44,-42,"0067/0058"
-64,-62,-44,-42,"0067/0059"
-62,-60,-44,-42,"0067/0060"
-60,-58,-44,-42,"0067/0061"
142,144,-44,-42,"0067/0162"
144,146,-44,-42,"0067/0163"
146,148,-44,-42,"0067/0164"
148,150,-44,-42,"0067/0165"
150,152,-44,-42,"0067/0166"
168,170,-44,-42,"0067/0175"
170,172,-44,-42,"0067/0176"
172,174,-44,-42,"0067/0177"
174,176,-44,-42,"0067/0178"
176,178,-44,-42,"0067/0179"
178,180,-44,-42,"0067/0180"
-74,-72,-46,-44,"0068/0054"
-72,-70,-46,-44,"0068/0055"
-70,-68,-46,-44,"0068/0056"
-68,-66,-46,-44,"0068/0057"
-66,-64,-46,-44,"0068/0058"
-64,-62,-46,-44,"0068/0059"
-62,-60,-46,-44,"0068/0060"
146,148,-46,-44,"0068/0164"
148,150,-46,-44,"0068/0165"
150,152,-46,-44,"0068/0166"
166,168,-46,-44,"0068/0174"
168,170,-46,-44,"0068/0175"
170,172,-46,-44,"0068/0176"
172,174,-46,-44,"0068/0177"
174,176,-46,-44,"0068/0178"
-78,-76,-48,-46,"0069/0052"
-76,-74,-48,-46,"0069/0053"
-74,-72,-48,-46,"0069/0054"
-72,-70,-48,-46,"0069/0055"
-70,-68,-48,-46,"0069/0056"
-68,-66,-48,-46,"0069/0057"
-66,-64,-48,-46,"0069/0058"
166,168,-48,-46,"0069/0174"
168,170,-48,-46,"0069/0175"
170,172,-48,-46,"0069/0176"
172,174,-48,-46,"0069/0177"
-78,-76,-50,-48,"0070/0052"
-76,-74,-50,-48,"0070/0053"
-74,-72,-50,-48,"0070/0054"
-72,-70,-50,-48,"0070/0055"
-70,-68,-50,-48,"0070/0056"
-68,-66,-50,-48,"0070/0057"
-66,-64,-50,-48,"0070/0058"
166,168,-50,-48,"0070/0174"
168,170,-50,-48,"0070/0175"
170,172,-50,-48,"0070/0176"
172,174,-50,-48,"0070/0177"
-78,-76,-52,-50,"0071/0052"
-76,-74,-52,-50,"0071/0053"
-74,-72,-52,-50,"0071/0054"
-72,-70,-52,-50,"0071/0055"
-70,-68,-52,-50,"0071/0056"
-68,-66,-52,-50,"0071/0057"
-66,-64,-52,-50,"0071/0058"
-62,-60,-52,-50,"0071/0060"
-60,-58,-52,-50,"0071/0061"
-58,-56,-52,-50,"0071/0062"
166,168,-52,-50,"0071/0174"
168,170,-52,-50,"0071/0175"
-78,-76,-54,-52,"0072/0052"
-76,-74,-54,-52,"0072/0053"
-74,-72,-54,-52,"0072/0054"
-72,-70,-54,-52,"0072/0055"
-70,-68,-54,-52,"0072/0056"
-68,-66,-54,-52,"0072/0057"
-62,-60,-54,-52,"0072/0060"
-60,-58,-54,-52,"0072/0061"
-58,-56,-54,-52,"0072/0062"
166,168,-54,-52,"0072/0174"
168,170,-54,-52,"0072/0175"
170,172,-54,-52,"0072/0176"
